date/time,value,data_type,location
11/10/2023 17:08,110.71,SmartFLOE™ GPM,Waste - 1
11/10/2023 17:19,110.71,SmartFLOE™ GPM,Waste - 1
11/10/2023 17:29,103.93,SmartFLOE™ GPM,Waste - 1
11/10/2023 17:39,124.7,SmartFLOE™ GPM,Waste - 1
11/10/2023 17:59,90.829,SmartFLOE™ GPM,Waste - 1
11/10/2023 18:09,110.71,SmartFLOE™ GPM,Waste - 1
11/10/2023 18:19,110.71,SmartFLOE™ GPM,Waste - 1
11/10/2023 18:29,87.657,SmartFLOE™ GPM,Waste - 1
11/10/2023 18:39,100.59,SmartFLOE™ GPM,Waste - 1
11/10/2023 18:49,90.829,SmartFLOE™ GPM,Waste - 1
11/10/2023 18:59,100.59,SmartFLOE™ GPM,Waste - 1
11/10/2023 19:09,90.829,SmartFLOE™ GPM,Waste - 1
11/10/2023 19:20,81.444,SmartFLOE™ GPM,Waste - 1
11/10/2023 19:30,84.529,SmartFLOE™ GPM,Waste - 1
11/10/2023 19:40,81.444,SmartFLOE™ GPM,Waste - 1
11/10/2023 19:50,72.465,SmartFLOE™ GPM,Waste - 1
11/10/2023 20:00,81.444,SmartFLOE™ GPM,Waste - 1
11/10/2023 20:10,81.444,SmartFLOE™ GPM,Waste - 1
11/10/2023 20:20,81.444,SmartFLOE™ GPM,Waste - 1
11/10/2023 20:30,81.444,SmartFLOE™ GPM,Waste - 1
11/10/2023 20:40,84.529,SmartFLOE™ GPM,Waste - 1
11/10/2023 20:50,84.529,SmartFLOE™ GPM,Waste - 1
11/10/2023 21:00,75.411,SmartFLOE™ GPM,Waste - 1
11/10/2023 21:10,72.465,SmartFLOE™ GPM,Waste - 1
11/10/2023 21:22,81.444,SmartFLOE™ GPM,Waste - 1
11/10/2023 21:32,72.465,SmartFLOE™ GPM,Waste - 1
11/10/2023 21:42,75.411,SmartFLOE™ GPM,Waste - 1
11/10/2023 21:52,72.465,SmartFLOE™ GPM,Waste - 1
11/10/2023 22:02,78.405,SmartFLOE™ GPM,Waste - 1
11/10/2023 22:12,75.411,SmartFLOE™ GPM,Waste - 1
11/10/2023 22:22,100.59,SmartFLOE™ GPM,Waste - 1
11/10/2023 22:32,103.93,SmartFLOE™ GPM,Waste - 1
11/10/2023 22:42,87.657,SmartFLOE™ GPM,Waste - 1
11/10/2023 22:52,78.405,SmartFLOE™ GPM,Waste - 1
11/10/2023 23:02,72.465,SmartFLOE™ GPM,Waste - 1
11/10/2023 23:12,78.405,SmartFLOE™ GPM,Waste - 1
11/10/2023 23:22,75.411,SmartFLOE™ GPM,Waste - 1
11/10/2023 23:32,78.405,SmartFLOE™ GPM,Waste - 1
11/10/2023 23:42,78.405,SmartFLOE™ GPM,Waste - 1
11/10/2023 23:52,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 0:02,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 0:12,75.411,SmartFLOE™ GPM,Waste - 1
11/11/2023 0:23,75.411,SmartFLOE™ GPM,Waste - 1
11/11/2023 0:33,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 0:43,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 0:53,75.411,SmartFLOE™ GPM,Waste - 1
11/11/2023 1:03,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 1:13,69.566,SmartFLOE™ GPM,Waste - 1
11/11/2023 1:23,69.566,SmartFLOE™ GPM,Waste - 1
11/11/2023 1:33,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 1:43,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 1:53,66.716,SmartFLOE™ GPM,Waste - 1
11/11/2023 2:03,66.716,SmartFLOE™ GPM,Waste - 1
11/11/2023 2:13,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 2:23,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 2:33,69.566,SmartFLOE™ GPM,Waste - 1
11/11/2023 2:43,66.716,SmartFLOE™ GPM,Waste - 1
11/11/2023 2:53,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 3:03,66.716,SmartFLOE™ GPM,Waste - 1
11/11/2023 3:13,61.166,SmartFLOE™ GPM,Waste - 1
11/11/2023 3:24,66.716,SmartFLOE™ GPM,Waste - 1
11/11/2023 3:34,61.166,SmartFLOE™ GPM,Waste - 1
11/11/2023 3:44,63.916,SmartFLOE™ GPM,Waste - 1
11/11/2023 3:54,63.916,SmartFLOE™ GPM,Waste - 1
11/11/2023 4:04,63.916,SmartFLOE™ GPM,Waste - 1
11/11/2023 4:14,66.716,SmartFLOE™ GPM,Waste - 1
11/11/2023 4:24,58.468,SmartFLOE™ GPM,Waste - 1
11/11/2023 4:34,63.916,SmartFLOE™ GPM,Waste - 1
11/11/2023 4:44,55.821,SmartFLOE™ GPM,Waste - 1
11/11/2023 4:54,58.468,SmartFLOE™ GPM,Waste - 1
11/11/2023 5:04,53.228,SmartFLOE™ GPM,Waste - 1
11/11/2023 5:14,61.166,SmartFLOE™ GPM,Waste - 1
11/11/2023 5:25,55.821,SmartFLOE™ GPM,Waste - 1
11/11/2023 5:35,61.166,SmartFLOE™ GPM,Waste - 1
11/11/2023 5:45,53.228,SmartFLOE™ GPM,Waste - 1
11/11/2023 5:55,58.468,SmartFLOE™ GPM,Waste - 1
11/11/2023 6:05,55.821,SmartFLOE™ GPM,Waste - 1
11/11/2023 6:15,55.821,SmartFLOE™ GPM,Waste - 1
11/11/2023 6:25,63.916,SmartFLOE™ GPM,Waste - 1
11/11/2023 6:35,84.529,SmartFLOE™ GPM,Waste - 1
11/11/2023 6:45,81.444,SmartFLOE™ GPM,Waste - 1
11/11/2023 6:55,78.405,SmartFLOE™ GPM,Waste - 1
11/11/2023 7:05,61.166,SmartFLOE™ GPM,Waste - 1
11/11/2023 7:15,63.916,SmartFLOE™ GPM,Waste - 1
11/11/2023 7:25,53.228,SmartFLOE™ GPM,Waste - 1
11/11/2023 7:35,61.166,SmartFLOE™ GPM,Waste - 1
11/11/2023 7:45,61.166,SmartFLOE™ GPM,Waste - 1
11/11/2023 7:55,61.166,SmartFLOE™ GPM,Waste - 1
11/11/2023 8:05,61.166,SmartFLOE™ GPM,Waste - 1
11/11/2023 8:15,58.468,SmartFLOE™ GPM,Waste - 1
11/11/2023 8:26,61.166,SmartFLOE™ GPM,Waste - 1
11/11/2023 8:36,66.716,SmartFLOE™ GPM,Waste - 1
11/11/2023 8:46,61.166,SmartFLOE™ GPM,Waste - 1
11/11/2023 8:56,69.566,SmartFLOE™ GPM,Waste - 1
11/11/2023 9:06,66.716,SmartFLOE™ GPM,Waste - 1
11/11/2023 9:16,66.716,SmartFLOE™ GPM,Waste - 1
11/11/2023 9:26,69.566,SmartFLOE™ GPM,Waste - 1
11/11/2023 9:36,69.566,SmartFLOE™ GPM,Waste - 1
11/11/2023 9:46,66.716,SmartFLOE™ GPM,Waste - 1
11/11/2023 9:56,69.566,SmartFLOE™ GPM,Waste - 1
11/11/2023 10:06,69.566,SmartFLOE™ GPM,Waste - 1
11/11/2023 10:16,69.566,SmartFLOE™ GPM,Waste - 1
11/11/2023 10:26,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 10:36,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 10:46,75.411,SmartFLOE™ GPM,Waste - 1
11/11/2023 10:56,75.411,SmartFLOE™ GPM,Waste - 1
11/11/2023 11:06,81.444,SmartFLOE™ GPM,Waste - 1
11/11/2023 11:16,78.405,SmartFLOE™ GPM,Waste - 1
11/11/2023 11:27,78.405,SmartFLOE™ GPM,Waste - 1
11/11/2023 11:37,81.444,SmartFLOE™ GPM,Waste - 1
11/11/2023 11:47,87.657,SmartFLOE™ GPM,Waste - 1
11/11/2023 11:57,87.657,SmartFLOE™ GPM,Waste - 1
11/11/2023 12:07,87.657,SmartFLOE™ GPM,Waste - 1
11/11/2023 12:17,90.829,SmartFLOE™ GPM,Waste - 1
11/11/2023 12:27,97.298,SmartFLOE™ GPM,Waste - 1
11/11/2023 12:37,97.298,SmartFLOE™ GPM,Waste - 1
11/11/2023 12:47,90.829,SmartFLOE™ GPM,Waste - 1
11/11/2023 12:57,97.298,SmartFLOE™ GPM,Waste - 1
11/11/2023 13:07,100.59,SmartFLOE™ GPM,Waste - 1
11/11/2023 13:17,110.71,SmartFLOE™ GPM,Waste - 1
11/11/2023 13:28,87.657,SmartFLOE™ GPM,Waste - 1
11/11/2023 13:38,103.93,SmartFLOE™ GPM,Waste - 1
11/11/2023 13:48,97.298,SmartFLOE™ GPM,Waste - 1
11/11/2023 13:58,97.298,SmartFLOE™ GPM,Waste - 1
11/11/2023 14:08,103.93,SmartFLOE™ GPM,Waste - 1
11/11/2023 14:18,107.3,SmartFLOE™ GPM,Waste - 1
11/11/2023 14:28,103.93,SmartFLOE™ GPM,Waste - 1
11/11/2023 14:38,103.93,SmartFLOE™ GPM,Waste - 1
11/11/2023 14:48,103.93,SmartFLOE™ GPM,Waste - 1
11/11/2023 14:58,100.59,SmartFLOE™ GPM,Waste - 1
11/11/2023 15:08,94.043,SmartFLOE™ GPM,Waste - 1
11/11/2023 15:18,94.043,SmartFLOE™ GPM,Waste - 1
11/11/2023 15:28,97.298,SmartFLOE™ GPM,Waste - 1
11/11/2023 15:38,90.829,SmartFLOE™ GPM,Waste - 1
11/11/2023 15:48,87.657,SmartFLOE™ GPM,Waste - 1
11/11/2023 15:58,90.829,SmartFLOE™ GPM,Waste - 1
11/11/2023 16:08,90.829,SmartFLOE™ GPM,Waste - 1
11/11/2023 16:18,90.829,SmartFLOE™ GPM,Waste - 1
11/11/2023 16:29,87.657,SmartFLOE™ GPM,Waste - 1
11/11/2023 16:39,84.529,SmartFLOE™ GPM,Waste - 1
11/11/2023 16:49,87.657,SmartFLOE™ GPM,Waste - 1
11/11/2023 16:59,87.657,SmartFLOE™ GPM,Waste - 1
11/11/2023 17:09,87.657,SmartFLOE™ GPM,Waste - 1
11/11/2023 17:19,87.657,SmartFLOE™ GPM,Waste - 1
11/11/2023 17:29,81.444,SmartFLOE™ GPM,Waste - 1
11/11/2023 17:39,87.657,SmartFLOE™ GPM,Waste - 1
11/11/2023 17:49,100.59,SmartFLOE™ GPM,Waste - 1
11/11/2023 17:59,100.59,SmartFLOE™ GPM,Waste - 1
11/11/2023 18:09,94.043,SmartFLOE™ GPM,Waste - 1
11/11/2023 18:19,87.657,SmartFLOE™ GPM,Waste - 1
11/11/2023 18:30,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 18:40,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 18:50,81.444,SmartFLOE™ GPM,Waste - 1
11/11/2023 19:00,84.529,SmartFLOE™ GPM,Waste - 1
11/11/2023 19:10,81.444,SmartFLOE™ GPM,Waste - 1
11/11/2023 19:20,78.405,SmartFLOE™ GPM,Waste - 1
11/11/2023 19:31,90.829,SmartFLOE™ GPM,Waste - 1
11/11/2023 19:41,100.59,SmartFLOE™ GPM,Waste - 1
11/11/2023 19:51,100.59,SmartFLOE™ GPM,Waste - 1
11/11/2023 20:01,97.298,SmartFLOE™ GPM,Waste - 1
11/11/2023 20:11,100.59,SmartFLOE™ GPM,Waste - 1
11/11/2023 20:21,97.298,SmartFLOE™ GPM,Waste - 1
11/11/2023 20:31,87.657,SmartFLOE™ GPM,Waste - 1
11/11/2023 20:41,81.444,SmartFLOE™ GPM,Waste - 1
11/11/2023 20:51,84.529,SmartFLOE™ GPM,Waste - 1
11/11/2023 21:01,75.411,SmartFLOE™ GPM,Waste - 1
11/11/2023 21:11,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 21:21,84.529,SmartFLOE™ GPM,Waste - 1
11/11/2023 21:32,87.657,SmartFLOE™ GPM,Waste - 1
11/11/2023 21:42,87.657,SmartFLOE™ GPM,Waste - 1
11/11/2023 21:52,84.529,SmartFLOE™ GPM,Waste - 1
11/11/2023 22:02,81.444,SmartFLOE™ GPM,Waste - 1
11/11/2023 22:12,84.529,SmartFLOE™ GPM,Waste - 1
11/11/2023 22:22,81.444,SmartFLOE™ GPM,Waste - 1
11/11/2023 22:35,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 22:45,75.411,SmartFLOE™ GPM,Waste - 1
11/11/2023 22:55,81.444,SmartFLOE™ GPM,Waste - 1
11/11/2023 23:05,81.444,SmartFLOE™ GPM,Waste - 1
11/11/2023 23:15,81.444,SmartFLOE™ GPM,Waste - 1
11/11/2023 23:25,75.411,SmartFLOE™ GPM,Waste - 1
11/11/2023 23:36,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 23:46,72.465,SmartFLOE™ GPM,Waste - 1
11/11/2023 23:56,72.465,SmartFLOE™ GPM,Waste - 1
11/12/2023 0:06,75.411,SmartFLOE™ GPM,Waste - 1
11/12/2023 0:16,78.405,SmartFLOE™ GPM,Waste - 1
11/12/2023 0:26,72.465,SmartFLOE™ GPM,Waste - 1
11/12/2023 0:38,72.465,SmartFLOE™ GPM,Waste - 1
11/12/2023 0:48,72.465,SmartFLOE™ GPM,Waste - 1
11/12/2023 0:58,72.465,SmartFLOE™ GPM,Waste - 1
11/12/2023 1:08,66.716,SmartFLOE™ GPM,Waste - 1
11/12/2023 1:18,69.566,SmartFLOE™ GPM,Waste - 1
11/12/2023 1:28,72.465,SmartFLOE™ GPM,Waste - 1
11/12/2023 1:38,72.465,SmartFLOE™ GPM,Waste - 1
11/12/2023 1:48,72.465,SmartFLOE™ GPM,Waste - 1
11/12/2023 1:58,72.465,SmartFLOE™ GPM,Waste - 1
11/12/2023 2:08,66.716,SmartFLOE™ GPM,Waste - 1
11/12/2023 2:18,69.566,SmartFLOE™ GPM,Waste - 1
11/12/2023 2:28,69.566,SmartFLOE™ GPM,Waste - 1
11/12/2023 2:38,84.529,SmartFLOE™ GPM,Waste - 1
11/12/2023 2:48,81.444,SmartFLOE™ GPM,Waste - 1
11/12/2023 2:58,72.465,SmartFLOE™ GPM,Waste - 1
11/12/2023 3:08,61.166,SmartFLOE™ GPM,Waste - 1
11/12/2023 3:18,66.716,SmartFLOE™ GPM,Waste - 1
11/12/2023 3:28,61.166,SmartFLOE™ GPM,Waste - 1
11/12/2023 3:39,61.166,SmartFLOE™ GPM,Waste - 1
11/12/2023 3:49,66.716,SmartFLOE™ GPM,Waste - 1
11/12/2023 3:59,55.821,SmartFLOE™ GPM,Waste - 1
11/12/2023 4:09,61.166,SmartFLOE™ GPM,Waste - 1
11/12/2023 4:19,53.228,SmartFLOE™ GPM,Waste - 1
11/12/2023 4:29,61.166,SmartFLOE™ GPM,Waste - 1
11/12/2023 4:39,58.468,SmartFLOE™ GPM,Waste - 1
11/12/2023 4:49,58.468,SmartFLOE™ GPM,Waste - 1
11/12/2023 4:59,53.228,SmartFLOE™ GPM,Waste - 1
11/12/2023 5:09,61.166,SmartFLOE™ GPM,Waste - 1
11/12/2023 5:19,53.228,SmartFLOE™ GPM,Waste - 1
11/12/2023 5:29,63.916,SmartFLOE™ GPM,Waste - 1
11/12/2023 5:40,55.821,SmartFLOE™ GPM,Waste - 1
11/12/2023 5:50,53.228,SmartFLOE™ GPM,Waste - 1
11/12/2023 6:00,58.468,SmartFLOE™ GPM,Waste - 1
11/12/2023 6:10,53.228,SmartFLOE™ GPM,Waste - 1
11/12/2023 6:20,61.166,SmartFLOE™ GPM,Waste - 1
11/12/2023 6:30,55.821,SmartFLOE™ GPM,Waste - 1
11/12/2023 6:40,48.204,SmartFLOE™ GPM,Waste - 1
11/12/2023 6:50,61.166,SmartFLOE™ GPM,Waste - 1
11/12/2023 7:00,53.228,SmartFLOE™ GPM,Waste - 1
11/12/2023 7:10,61.166,SmartFLOE™ GPM,Waste - 1
11/12/2023 7:20,53.228,SmartFLOE™ GPM,Waste - 1
11/12/2023 7:30,61.166,SmartFLOE™ GPM,Waste - 1
11/12/2023 7:41,55.821,SmartFLOE™ GPM,Waste - 1
11/12/2023 7:51,53.228,SmartFLOE™ GPM,Waste - 1
11/12/2023 8:01,61.166,SmartFLOE™ GPM,Waste - 1
11/12/2023 8:11,58.468,SmartFLOE™ GPM,Waste - 1
11/12/2023 8:21,61.166,SmartFLOE™ GPM,Waste - 1
11/12/2023 8:31,55.821,SmartFLOE™ GPM,Waste - 1
11/12/2023 8:41,61.166,SmartFLOE™ GPM,Waste - 1
11/12/2023 8:51,58.468,SmartFLOE™ GPM,Waste - 1
11/12/2023 9:01,61.166,SmartFLOE™ GPM,Waste - 1
11/12/2023 9:11,61.166,SmartFLOE™ GPM,Waste - 1
11/12/2023 9:21,63.916,SmartFLOE™ GPM,Waste - 1
11/12/2023 9:31,66.716,SmartFLOE™ GPM,Waste - 1
11/12/2023 9:41,69.566,SmartFLOE™ GPM,Waste - 1
11/12/2023 9:51,69.566,SmartFLOE™ GPM,Waste - 1
11/12/2023 10:01,66.716,SmartFLOE™ GPM,Waste - 1
11/12/2023 10:11,69.566,SmartFLOE™ GPM,Waste - 1
11/12/2023 10:21,72.465,SmartFLOE™ GPM,Waste - 1
11/12/2023 10:31,75.411,SmartFLOE™ GPM,Waste - 1
11/12/2023 10:43,81.444,SmartFLOE™ GPM,Waste - 1
11/12/2023 10:53,87.657,SmartFLOE™ GPM,Waste - 1
11/12/2023 11:03,87.657,SmartFLOE™ GPM,Waste - 1
11/12/2023 11:13,84.529,SmartFLOE™ GPM,Waste - 1
11/12/2023 11:23,81.444,SmartFLOE™ GPM,Waste - 1
11/12/2023 11:33,75.411,SmartFLOE™ GPM,Waste - 1
11/12/2023 11:43,78.405,SmartFLOE™ GPM,Waste - 1
11/12/2023 11:53,87.657,SmartFLOE™ GPM,Waste - 1
11/12/2023 12:03,97.298,SmartFLOE™ GPM,Waste - 1
11/12/2023 12:13,103.93,SmartFLOE™ GPM,Waste - 1
11/12/2023 12:23,75.411,SmartFLOE™ GPM,Waste - 1
11/12/2023 12:33,81.444,SmartFLOE™ GPM,Waste - 1
11/12/2023 12:43,87.657,SmartFLOE™ GPM,Waste - 1
11/12/2023 12:53,90.829,SmartFLOE™ GPM,Waste - 1
11/12/2023 13:03,87.657,SmartFLOE™ GPM,Waste - 1
11/12/2023 13:13,87.657,SmartFLOE™ GPM,Waste - 1
11/12/2023 13:23,87.657,SmartFLOE™ GPM,Waste - 1
11/12/2023 13:33,87.657,SmartFLOE™ GPM,Waste - 1
11/12/2023 13:44,87.657,SmartFLOE™ GPM,Waste - 1
11/12/2023 13:54,87.657,SmartFLOE™ GPM,Waste - 1
11/12/2023 14:04,90.829,SmartFLOE™ GPM,Waste - 1
11/12/2023 14:14,94.043,SmartFLOE™ GPM,Waste - 1
11/12/2023 14:24,97.298,SmartFLOE™ GPM,Waste - 1
11/12/2023 14:34,97.298,SmartFLOE™ GPM,Waste - 1
11/12/2023 14:44,90.829,SmartFLOE™ GPM,Waste - 1
11/12/2023 14:54,94.043,SmartFLOE™ GPM,Waste - 1
11/12/2023 15:04,97.298,SmartFLOE™ GPM,Waste - 1
11/12/2023 15:14,100.59,SmartFLOE™ GPM,Waste - 1
11/12/2023 15:24,94.043,SmartFLOE™ GPM,Waste - 1
11/12/2023 15:34,94.043,SmartFLOE™ GPM,Waste - 1
11/12/2023 15:44,87.657,SmartFLOE™ GPM,Waste - 1
11/12/2023 15:54,94.043,SmartFLOE™ GPM,Waste - 1
11/12/2023 16:04,107.3,SmartFLOE™ GPM,Waste - 1
11/12/2023 16:14,107.3,SmartFLOE™ GPM,Waste - 1
11/12/2023 16:24,97.298,SmartFLOE™ GPM,Waste - 1
11/12/2023 16:34,97.298,SmartFLOE™ GPM,Waste - 1
11/12/2023 16:46,97.298,SmartFLOE™ GPM,Waste - 1
11/12/2023 16:56,87.657,SmartFLOE™ GPM,Waste - 1
11/12/2023 17:06,84.529,SmartFLOE™ GPM,Waste - 1
11/12/2023 17:16,87.657,SmartFLOE™ GPM,Waste - 1
11/12/2023 17:26,90.829,SmartFLOE™ GPM,Waste - 1
11/12/2023 17:36,97.298,SmartFLOE™ GPM,Waste - 1
11/12/2023 17:46,97.298,SmartFLOE™ GPM,Waste - 1
11/12/2023 17:56,97.298,SmartFLOE™ GPM,Waste - 1
11/12/2023 18:06,97.298,SmartFLOE™ GPM,Waste - 1
11/12/2023 18:16,97.298,SmartFLOE™ GPM,Waste - 1
11/12/2023 18:26,100.59,SmartFLOE™ GPM,Waste - 1
11/12/2023 18:36,103.93,SmartFLOE™ GPM,Waste - 1
11/12/2023 18:48,107.3,SmartFLOE™ GPM,Waste - 1
11/12/2023 18:58,110.71,SmartFLOE™ GPM,Waste - 1
11/12/2023 19:08,110.71,SmartFLOE™ GPM,Waste - 1
11/12/2023 19:18,103.93,SmartFLOE™ GPM,Waste - 1
11/12/2023 19:28,103.93,SmartFLOE™ GPM,Waste - 1
11/12/2023 19:38,100.59,SmartFLOE™ GPM,Waste - 1
11/12/2023 19:48,114.15,SmartFLOE™ GPM,Waste - 1
11/12/2023 19:58,139.2,SmartFLOE™ GPM,Waste - 1
11/12/2023 20:08,124.7,SmartFLOE™ GPM,Waste - 1
11/12/2023 20:18,107.3,SmartFLOE™ GPM,Waste - 1
11/12/2023 20:28,110.71,SmartFLOE™ GPM,Waste - 1
11/12/2023 20:38,103.93,SmartFLOE™ GPM,Waste - 1
11/12/2023 20:49,110.71,SmartFLOE™ GPM,Waste - 1
11/12/2023 20:59,121.15,SmartFLOE™ GPM,Waste - 1
11/12/2023 21:09,128.28,SmartFLOE™ GPM,Waste - 1
11/12/2023 21:19,131.89,SmartFLOE™ GPM,Waste - 1
11/12/2023 21:29,97.298,SmartFLOE™ GPM,Waste - 1
11/12/2023 21:39,139.2,SmartFLOE™ GPM,Waste - 1
11/12/2023 21:49,139.2,SmartFLOE™ GPM,Waste - 1
11/12/2023 21:59,135.53,SmartFLOE™ GPM,Waste - 1
11/12/2023 22:09,128.28,SmartFLOE™ GPM,Waste - 1
11/12/2023 22:19,128.28,SmartFLOE™ GPM,Waste - 1
11/12/2023 22:29,128.28,SmartFLOE™ GPM,Waste - 1
11/12/2023 22:39,128.28,SmartFLOE™ GPM,Waste - 1
11/12/2023 22:50,128.28,SmartFLOE™ GPM,Waste - 1
11/12/2023 23:00,97.298,SmartFLOE™ GPM,Waste - 1
11/12/2023 23:10,124.7,SmartFLOE™ GPM,Waste - 1
11/12/2023 23:20,146.61,SmartFLOE™ GPM,Waste - 1
11/12/2023 23:30,139.2,SmartFLOE™ GPM,Waste - 1
11/12/2023 23:40,124.7,SmartFLOE™ GPM,Waste - 1
11/12/2023 23:50,117.64,SmartFLOE™ GPM,Waste - 1
11/13/2023 0:00,117.64,SmartFLOE™ GPM,Waste - 1
11/13/2023 0:10,128.28,SmartFLOE™ GPM,Waste - 1
11/13/2023 0:20,121.15,SmartFLOE™ GPM,Waste - 1
11/13/2023 0:30,121.15,SmartFLOE™ GPM,Waste - 1
11/13/2023 0:40,124.7,SmartFLOE™ GPM,Waste - 1
11/13/2023 0:51,121.15,SmartFLOE™ GPM,Waste - 1
11/13/2023 1:01,110.71,SmartFLOE™ GPM,Waste - 1
11/13/2023 1:11,114.15,SmartFLOE™ GPM,Waste - 1
11/13/2023 1:21,110.71,SmartFLOE™ GPM,Waste - 1
11/13/2023 1:31,117.64,SmartFLOE™ GPM,Waste - 1
11/13/2023 1:41,110.71,SmartFLOE™ GPM,Waste - 1
11/13/2023 1:51,107.3,SmartFLOE™ GPM,Waste - 1
11/13/2023 2:01,121.15,SmartFLOE™ GPM,Waste - 1
11/13/2023 2:11,128.28,SmartFLOE™ GPM,Waste - 1
11/13/2023 2:21,97.298,SmartFLOE™ GPM,Waste - 1
11/13/2023 2:31,128.28,SmartFLOE™ GPM,Waste - 1
11/13/2023 2:41,128.28,SmartFLOE™ GPM,Waste - 1
11/13/2023 2:51,117.64,SmartFLOE™ GPM,Waste - 1
11/13/2023 3:01,114.15,SmartFLOE™ GPM,Waste - 1
11/13/2023 3:11,131.89,SmartFLOE™ GPM,Waste - 1
11/13/2023 3:21,131.89,SmartFLOE™ GPM,Waste - 1
11/13/2023 3:31,110.71,SmartFLOE™ GPM,Waste - 1
11/13/2023 3:41,110.71,SmartFLOE™ GPM,Waste - 1
11/13/2023 3:52,100.59,SmartFLOE™ GPM,Waste - 1
11/13/2023 4:02,110.71,SmartFLOE™ GPM,Waste - 1
11/13/2023 4:12,100.59,SmartFLOE™ GPM,Waste - 1
11/13/2023 4:22,128.28,SmartFLOE™ GPM,Waste - 1
11/13/2023 4:32,110.71,SmartFLOE™ GPM,Waste - 1
11/13/2023 4:42,110.71,SmartFLOE™ GPM,Waste - 1
11/13/2023 4:52,103.93,SmartFLOE™ GPM,Waste - 1
11/13/2023 5:02,110.71,SmartFLOE™ GPM,Waste - 1
11/13/2023 5:12,103.93,SmartFLOE™ GPM,Waste - 1
11/13/2023 5:22,107.3,SmartFLOE™ GPM,Waste - 1
11/13/2023 5:32,110.71,SmartFLOE™ GPM,Waste - 1
11/13/2023 5:42,103.93,SmartFLOE™ GPM,Waste - 1
11/13/2023 5:52,81.444,SmartFLOE™ GPM,Waste - 1
11/13/2023 6:02,87.657,SmartFLOE™ GPM,Waste - 1
11/13/2023 6:12,78.405,SmartFLOE™ GPM,Waste - 1
11/13/2023 6:22,90.829,SmartFLOE™ GPM,Waste - 1
11/13/2023 6:32,90.829,SmartFLOE™ GPM,Waste - 1
11/13/2023 6:42,84.529,SmartFLOE™ GPM,Waste - 1
11/13/2023 6:53,90.829,SmartFLOE™ GPM,Waste - 1
11/13/2023 7:03,97.298,SmartFLOE™ GPM,Waste - 1
11/13/2023 7:13,84.529,SmartFLOE™ GPM,Waste - 1
11/13/2023 7:23,87.657,SmartFLOE™ GPM,Waste - 1
11/13/2023 7:33,110.71,SmartFLOE™ GPM,Waste - 1
11/13/2023 7:43,87.657,SmartFLOE™ GPM,Waste - 1
11/13/2023 7:53,117.64,SmartFLOE™ GPM,Waste - 1
11/13/2023 8:03,117.64,SmartFLOE™ GPM,Waste - 1
11/13/2023 8:13,121.15,SmartFLOE™ GPM,Waste - 1
11/13/2023 8:23,124.7,SmartFLOE™ GPM,Waste - 1
11/13/2023 8:33,128.28,SmartFLOE™ GPM,Waste - 1
11/13/2023 8:43,124.7,SmartFLOE™ GPM,Waste - 1
11/13/2023 8:53,135.53,SmartFLOE™ GPM,Waste - 1
11/13/2023 9:03,131.89,SmartFLOE™ GPM,Waste - 1
11/13/2023 9:13,135.53,SmartFLOE™ GPM,Waste - 1
11/13/2023 9:23,117.64,SmartFLOE™ GPM,Waste - 1
11/13/2023 9:33,128.28,SmartFLOE™ GPM,Waste - 1
11/13/2023 9:43,131.89,SmartFLOE™ GPM,Waste - 1
11/13/2023 9:54,128.28,SmartFLOE™ GPM,Waste - 1
11/13/2023 10:04,161.74,SmartFLOE™ GPM,Waste - 1
11/13/2023 10:14,161.74,SmartFLOE™ GPM,Waste - 1
11/13/2023 10:24,154.13,SmartFLOE™ GPM,Waste - 1
11/13/2023 10:34,165.58,SmartFLOE™ GPM,Waste - 1
11/13/2023 10:44,169.43,SmartFLOE™ GPM,Waste - 1
11/13/2023 10:54,154.13,SmartFLOE™ GPM,Waste - 1
11/13/2023 11:04,165.58,SmartFLOE™ GPM,Waste - 1
11/13/2023 11:14,154.13,SmartFLOE™ GPM,Waste - 1
11/13/2023 11:24,146.61,SmartFLOE™ GPM,Waste - 1
11/13/2023 11:34,135.53,SmartFLOE™ GPM,Waste - 1
11/13/2023 11:44,139.2,SmartFLOE™ GPM,Waste - 1
11/13/2023 11:56,142.89,SmartFLOE™ GPM,Waste - 1
11/13/2023 12:06,142.89,SmartFLOE™ GPM,Waste - 1
11/13/2023 12:16,131.89,SmartFLOE™ GPM,Waste - 1
